borrower_id,age,state,annual_income,employment_status,housing_status,dti_ratio,years_at_current_residence,credit_history_years,fico_score,fico_band
BOR102049,43,PA,52400.0,Self-employed,Other,39.4,1.5,22,580,Poor (<620)
BOR102050,29,WA,58600.0,Full-time,Mortgage,32.6,9.7,11,588,Poor (<620)
BOR102051,42,AZ,56800.0,Full-time,Own,23.9,8.7,25,659,Fair (620-679)
BOR102052,20,PA,40800.0,Full-time,Rent,33.6,2.1,1,683,Good (680-739)
BOR102053,48,TN,86300.0,Retired,Rent,44.2,12.5,27,667,Fair (620-679)
BOR102054,28,CA,18200.0,Full-time,Mortgage,44.7,0.1,5,573,Poor (<620)
BOR102055,55,MS,28500.0,Full-time,Mortgage,6.2,0.9,34,755,Very Good (740-799)
BOR102056,19,OH,62900.0,Full-time,Rent,38.3,1.3,1,820,Exceptional (800+)
BOR102057,61,TX,31400.0,Full-time,Own,27.1,5.5,45,763,Very Good (740-799)
BOR102058,21,FL,30600.0,Full-time,Rent,36.0,6.3,1,751,Very Good (740-799)
BOR102059,27,OH,37800.0,Full-time,Rent,18.3,1.3,4,695,Good (680-739)
BOR102060,45,OH,32700.0,Self-employed,Other,27.7,5.2,25,625,Fair (620-679)
BOR102061,48,CA,62100.0,Self-employed,Rent,16.0,0.7,28,685,Good (680-739)
BOR102062,38,OH,70100.0,Full-time,Own,27.7,0.2,16,817,Exceptional (800+)
BOR102063,52,PA,48500.0,Full-time,Mortgage,38.1,9.8,32,657,Fair (620-679)
BOR102064,31,MI,75000.0,Self-employed,Mortgage,36.5,4.3,14,650,Fair (620-679)
BOR102065,36,MI,25000.0,Full-time,Mortgage,53.5,1.2,15,752,Very Good (740-799)
BOR102066,37,NC,48200.0,Full-time,Rent,26.8,2.2,20,756,Very Good (740-799)
BOR102067,35,NC,85500.0,Full-time,Rent,23.2,0.4,18,625,Fair (620-679)
BOR102068,19,FL,72400.0,Full-time,Rent,45.9,0.8,2,663,Fair (620-679)
BOR102069,41,CA,89000.0,Full-time,Rent,14.8,0.5,21,647,Fair (620-679)
BOR102070,40,PA,35800.0,Full-time,Rent,33.9,2.0,23,685,Good (680-739)
BOR102071,54,CO,70500.0,Self-employed,Rent,37.0,0.9,36,752,Very Good (740-799)
BOR102072,26,NH,38500.0,Full-time,Mortgage,8.9,8.6,4,628,Fair (620-679)
BOR102073,33,MS,61000.0,Full-time,Own,21.1,0.8,10,751,Very Good (740-799)
BOR102074,55,WA,84100.0,Full-time,Own,18.3,3.5,37,687,Good (680-739)
BOR102075,45,AZ,32600.0,Part-time,Rent,40.3,0.1,22,831,Exceptional (800+)
BOR102076,48,GA,20200.0,Full-time,Other,25.6,4.1,30,701,Good (680-739)
BOR102077,46,MN,107100.0,Full-time,Rent,29.4,0.4,24,674,Fair (620-679)
BOR102078,46,CO,58100.0,Part-time,Own,15.9,2.4,30,717,Good (680-739)
BOR102079,63,NV,44400.0,Full-time,Other,23.9,3.7,46,658,Fair (620-679)
BOR102080,42,LA,43400.0,Full-time,Rent,24.1,2.2,24,563,Poor (<620)
BOR102081,29,NJ,18200.0,Full-time,Mortgage,29.8,1.1,10,664,Fair (620-679)
BOR102082,49,CO,51200.0,Full-time,Rent,28.9,1.8,29,663,Fair (620-679)
BOR102083,34,NV,36700.0,Full-time,Other,46.7,14.4,11,576,Poor (<620)
BOR102084,40,GA,47700.0,Self-employed,Mortgage,38.9,5.1,24,675,Fair (620-679)
BOR102085,45,MS,47300.0,Full-time,Other,14.2,1.3,27,546,Poor (<620)
BOR102086,31,FL,18000.0,Full-time,Rent,42.2,2.5,12,657,Fair (620-679)
BOR102087,35,NH,58100.0,Self-employed,Mortgage,40.8,0.0,17,696,Good (680-739)
BOR102088,47,MN,50800.0,Full-time,Own,32.7,6.4,28,686,Good (680-739)
BOR102089,34,FL,53900.0,Retired,Own,41.9,2.5,17,653,Fair (620-679)
BOR102090,53,IN,42900.0,Full-time,Rent,44.0,0.2,34,674,Fair (620-679)
BOR102091,29,CA,47700.0,Full-time,Mortgage,27.1,9.2,13,629,Fair (620-679)
BOR102092,29,MN,50400.0,Full-time,Mortgage,19.8,2.2,12,681,Good (680-739)
BOR102093,64,MN,52800.0,Retired,Rent,37.6,19.3,48,684,Good (680-739)
BOR102094,23,TN,57800.0,Self-employed,Mortgage,23.8,0.3,3,621,Fair (620-679)
BOR102095,41,LA,53000.0,Full-time,Mortgage,34.6,0.6,24,697,Good (680-739)
BOR102096,63,FL,107200.0,Self-employed,Rent,21.6,2.2,41,697,Good (680-739)
BOR102097,41,OH,33600.0,Full-time,Rent,41.7,0.7,22,669,Fair (620-679)
BOR102098,57,NJ,39400.0,Part-time,Rent,24.4,0.2,39,837,Exceptional (800+)
BOR102099,49,TX,99900.0,Full-time,Mortgage,29.9,0.6,29,671,Fair (620-679)
BOR102100,41,NJ,43500.0,Full-time,Own,29.2,5.9,25,662,Fair (620-679)
BOR102101,39,OH,70900.0,Full-time,Rent,17.8,5.0,19,653,Fair (620-679)
BOR102102,19,MI,49600.0,Full-time,Rent,42.8,13.8,1,617,Poor (<620)
BOR102103,37,NJ,42100.0,Full-time,Rent,44.9,7.8,18,725,Good (680-739)
BOR102104,44,LA,72700.0,Full-time,Mortgage,30.6,1.3,23,635,Fair (620-679)
BOR102105,44,OH,58900.0,Full-time,Rent,24.4,0.2,22,643,Fair (620-679)
BOR102106,71,LA,23400.0,Full-time,Rent,29.7,5.1,50,645,Fair (620-679)
BOR102107,44,NJ,50400.0,Full-time,Rent,26.9,4.9,22,616,Poor (<620)
BOR102108,49,NC,29800.0,Full-time,Own,31.8,4.6,30,566,Poor (<620)
BOR102109,55,WA,82600.0,Part-time,Mortgage,28.9,3.9,36,650,Fair (620-679)
BOR102110,47,NJ,102700.0,Full-time,Mortgage,22.9,1.1,31,737,Good (680-739)
BOR102111,40,OH,108400.0,Full-time,Rent,43.3,3.9,20,693,Good (680-739)
BOR102112,40,WA,54800.0,Retired,Rent,29.9,2.0,17,781,Very Good (740-799)
BOR102113,37,NY,37900.0,Part-time,Mortgage,51.3,0.5,14,729,Good (680-739)
BOR102114,46,NC,53900.0,Full-time,Rent,33.0,3.8,30,714,Good (680-739)
BOR102115,39,AZ,30600.0,Full-time,Rent,28.0,2.7,22,802,Exceptional (800+)
BOR102116,48,NJ,134000.0,Full-time,Own,29.2,0.8,25,674,Fair (620-679)
BOR102117,29,NV,79800.0,Full-time,Rent,28.3,2.9,11,684,Good (680-739)
BOR102118,43,OH,53500.0,Full-time,Mortgage,30.9,2.0,23,679,Fair (620-679)
BOR102119,60,UT,73000.0,Full-time,Rent,34.2,7.8,40,780,Very Good (740-799)
BOR102120,38,MN,37400.0,Retired,Rent,20.8,0.4,19,680,Good (680-739)
BOR102121,63,UT,28300.0,Self-employed,Rent,21.8,0.9,44,638,Fair (620-679)
BOR102122,43,NV,18000.0,Full-time,Own,39.8,3.2,21,718,Good (680-739)
BOR102123,40,NY,48400.0,Part-time,Mortgage,37.1,1.4,20,627,Fair (620-679)
BOR102124,42,WA,42500.0,Part-time,Mortgage,16.2,1.4,19,715,Good (680-739)
BOR102125,37,PA,58900.0,Full-time,Mortgage,37.2,1.8,21,707,Good (680-739)
BOR102126,19,NV,46900.0,Self-employed,Rent,40.4,1.1,3,668,Fair (620-679)
BOR102127,52,MA,57700.0,Full-time,Rent,34.5,13.8,33,717,Good (680-739)
BOR102128,67,OH,67200.0,Part-time,Mortgage,15.5,4.5,46,583,Poor (<620)
BOR102129,47,MS,24200.0,Full-time,Rent,18.6,1.6,24,691,Good (680-739)
BOR102130,47,FL,68900.0,Full-time,Mortgage,31.5,3.6,24,650,Fair (620-679)
BOR102131,39,AZ,38800.0,Full-time,Mortgage,50.8,2.0,16,850,Exceptional (800+)
BOR102132,55,MD,58900.0,Full-time,Own,26.6,2.9,36,690,Good (680-739)
BOR102133,41,TX,73900.0,Full-time,Rent,38.1,3.7,20,641,Fair (620-679)
BOR102134,44,TN,74100.0,Retired,Own,25.6,10.2,26,590,Poor (<620)
BOR102135,22,NV,49400.0,Part-time,Own,49.0,5.4,1,765,Very Good (740-799)
BOR102136,35,TX,50500.0,Full-time,Own,32.4,1.7,13,657,Fair (620-679)
BOR102137,45,WA,69700.0,Full-time,Mortgage,19.9,14.7,23,629,Fair (620-679)
BOR102138,52,OH,23700.0,Full-time,Mortgage,23.8,1.0,31,702,Good (680-739)
BOR102139,52,IN,30400.0,Full-time,Mortgage,23.0,11.4,35,722,Good (680-739)
BOR102140,22,FL,41100.0,Full-time,Rent,33.2,4.7,1,721,Good (680-739)
BOR102141,23,MS,25600.0,Full-time,Mortgage,25.0,3.6,2,681,Good (680-739)
BOR102142,48,LA,41300.0,Full-time,Own,27.0,14.4,30,690,Good (680-739)
BOR102143,32,PA,40300.0,Full-time,Rent,51.5,2.2,9,695,Good (680-739)
BOR102144,52,NC,48500.0,Full-time,Own,26.1,3.8,34,702,Good (680-739)
BOR102145,21,MA,45500.0,Self-employed,Own,33.8,1.0,1,708,Good (680-739)
BOR102146,40,MD,75400.0,Unemployed,Rent,29.3,1.7,17,751,Very Good (740-799)
BOR102147,41,NJ,60300.0,Self-employed,Mortgage,31.5,4.5,19,684,Good (680-739)
BOR102148,47,PA,45200.0,Full-time,Rent,38.7,11.7,25,627,Fair (620-679)
BOR102149,29,FL,40100.0,Full-time,Rent,10.0,0.6,8,671,Fair (620-679)
BOR102150,19,NH,45600.0,Full-time,Rent,33.5,6.5,3,729,Good (680-739)
BOR102151,43,NJ,46000.0,Self-employed,Mortgage,28.2,1.3,27,564,Poor (<620)
BOR102152,47,LA,144800.0,Full-time,Rent,33.8,15.1,26,564,Poor (<620)
BOR102153,53,VA,24200.0,Self-employed,Rent,30.0,3.8,37,740,Very Good (740-799)
BOR102154,37,MS,30700.0,Full-time,Rent,30.1,3.8,16,779,Very Good (740-799)
BOR102155,50,FL,28800.0,Unemployed,Mortgage,35.0,7.5,29,598,Poor (<620)
BOR102156,47,FL,52600.0,Self-employed,Rent,26.5,1.9,30,687,Good (680-739)
BOR102157,57,MS,51700.0,Full-time,Rent,51.7,9.7,39,654,Fair (620-679)
BOR102158,40,NM,36000.0,Full-time,Own,22.4,2.7,18,663,Fair (620-679)
BOR102159,20,GA,69800.0,Full-time,Own,46.4,1.6,1,700,Good (680-739)
BOR102160,40,NC,55100.0,Full-time,Rent,19.6,0.5,19,596,Poor (<620)
BOR102161,42,NJ,71100.0,Full-time,Rent,29.4,1.4,24,608,Poor (<620)
BOR102162,47,NJ,80100.0,Full-time,Rent,35.1,2.2,30,660,Fair (620-679)
BOR102163,23,PA,18000.0,Full-time,Rent,22.7,2.9,6,671,Fair (620-679)
BOR102164,37,LA,63500.0,Self-employed,Own,22.0,9.4,20,607,Poor (<620)
BOR102165,51,OH,26100.0,Full-time,Mortgage,29.2,2.3,33,731,Good (680-739)
BOR102166,40,MD,52200.0,Retired,Rent,41.0,3.9,19,653,Fair (620-679)
BOR102167,37,TX,45100.0,Full-time,Rent,32.8,1.0,18,653,Fair (620-679)
BOR102168,64,TX,46000.0,Retired,Rent,50.9,11.6,45,698,Good (680-739)
BOR102169,28,IN,27100.0,Full-time,Mortgage,37.6,7.9,10,672,Fair (620-679)
BOR102170,56,NC,74100.0,Full-time,Rent,27.4,10.2,36,734,Good (680-739)
BOR102171,53,IN,26100.0,Retired,Rent,5.1,2.3,30,619,Poor (<620)
BOR102172,38,FL,65400.0,Full-time,Mortgage,16.5,6.7,16,589,Poor (<620)
BOR102173,41,UT,24500.0,Self-employed,Rent,29.3,2.7,18,660,Fair (620-679)
BOR102174,41,CO,46300.0,Full-time,Own,16.4,2.5,22,684,Good (680-739)
BOR102175,43,LA,105000.0,Full-time,Own,30.1,9.8,27,599,Poor (<620)
BOR102176,34,NY,135000.0,Full-time,Rent,34.2,0.3,16,590,Poor (<620)
BOR102177,36,NC,22500.0,Full-time,Mortgage,29.1,7.9,19,692,Good (680-739)
BOR102178,37,NC,34000.0,Full-time,Rent,29.3,0.3,17,631,Fair (620-679)
BOR102179,37,AZ,36900.0,Full-time,Rent,51.6,5.2,21,586,Poor (<620)
BOR102180,37,GA,128600.0,Part-time,Mortgage,32.7,2.2,18,743,Very Good (740-799)
BOR102181,19,TX,45200.0,Full-time,Rent,30.6,14.7,1,639,Fair (620-679)
BOR102182,42,NC,75600.0,Full-time,Own,22.1,5.8,23,755,Very Good (740-799)
BOR102183,35,OH,53400.0,Full-time,Own,32.0,5.1,15,682,Good (680-739)
BOR102184,19,MI,27200.0,Full-time,Mortgage,27.2,7.6,1,699,Good (680-739)
BOR102185,37,PA,20200.0,Full-time,Rent,50.0,15.1,20,666,Fair (620-679)
BOR102186,36,OH,35400.0,Full-time,Mortgage,37.7,0.8,19,507,Poor (<620)
BOR102187,56,TN,132300.0,Unemployed,Mortgage,46.2,2.2,35,606,Poor (<620)
BOR102188,35,MI,52400.0,Full-time,Rent,34.1,1.1,16,672,Fair (620-679)
BOR102189,49,NC,74900.0,Full-time,Rent,44.5,1.4,31,704,Good (680-739)
BOR102190,58,AZ,24600.0,Retired,Rent,22.0,4.9,38,564,Poor (<620)
BOR102191,33,MN,40300.0,Retired,Own,34.5,10.1,14,677,Fair (620-679)
BOR102192,40,MI,66200.0,Full-time,Rent,23.3,2.2,19,607,Poor (<620)
BOR102193,62,MA,28500.0,Self-employed,Rent,27.6,7.3,41,695,Good (680-739)
BOR102194,44,UT,45300.0,Full-time,Mortgage,32.4,4.2,28,679,Fair (620-679)
BOR102195,45,WA,31400.0,Part-time,Mortgage,22.4,11.2,29,728,Good (680-739)
BOR102196,36,MS,67600.0,Full-time,Own,17.4,2.5,15,749,Very Good (740-799)
BOR102197,49,MN,55800.0,Full-time,Rent,41.8,5.4,26,710,Good (680-739)
BOR102198,41,TX,63400.0,Full-time,Rent,15.2,2.0,20,736,Good (680-739)
BOR102199,19,NJ,69000.0,Full-time,Own,48.9,1.9,3,657,Fair (620-679)
BOR102200,37,MD,42100.0,Full-time,Mortgage,23.8,9.9,15,850,Exceptional (800+)
BOR102201,27,NH,73200.0,Full-time,Rent,37.7,2.8,7,601,Poor (<620)
BOR102202,42,NJ,35800.0,Retired,Rent,38.3,4.2,26,646,Fair (620-679)
BOR102203,30,FL,61800.0,Full-time,Rent,20.9,4.7,7,739,Good (680-739)
BOR102204,47,AZ,19200.0,Part-time,Own,36.6,6.2,31,729,Good (680-739)
BOR102205,42,NY,33300.0,Full-time,Other,33.7,1.7,19,712,Good (680-739)
BOR102206,26,CO,132200.0,Unemployed,Mortgage,38.3,22.3,4,724,Good (680-739)
BOR102207,35,WA,61400.0,Full-time,Mortgage,44.1,2.8,14,545,Poor (<620)
BOR102208,48,MD,61400.0,Full-time,Rent,40.1,0.7,25,783,Very Good (740-799)
BOR102209,55,LA,32200.0,Full-time,Mortgage,23.3,9.1,34,667,Fair (620-679)
BOR102210,30,TN,28500.0,Full-time,Rent,30.6,4.6,14,761,Very Good (740-799)
BOR102211,28,TN,41400.0,Full-time,Mortgage,23.8,3.5,8,548,Poor (<620)
BOR102212,64,CO,45200.0,Full-time,Rent,26.2,5.9,47,697,Good (680-739)
BOR102213,41,NV,110400.0,Full-time,Mortgage,36.9,4.3,24,643,Fair (620-679)
BOR102214,42,LA,73800.0,Full-time,Mortgage,38.1,5.5,26,717,Good (680-739)
BOR102215,32,CA,49000.0,Self-employed,Own,37.8,3.0,13,701,Good (680-739)
BOR102216,44,AZ,48000.0,Full-time,Rent,34.9,1.7,23,704,Good (680-739)
BOR102217,62,IL,65600.0,Full-time,Rent,36.4,1.1,44,611,Poor (<620)
BOR102218,44,LA,25800.0,Full-time,Rent,27.5,6.1,23,676,Fair (620-679)
BOR102219,54,IN,19600.0,Full-time,Rent,45.5,10.8,31,668,Fair (620-679)
BOR102220,41,NJ,65200.0,Full-time,Rent,38.7,5.0,23,712,Good (680-739)
BOR102221,29,PA,48200.0,Full-time,Own,31.8,5.4,13,744,Very Good (740-799)
BOR102222,33,NC,25800.0,Full-time,Own,43.3,10.8,12,690,Good (680-739)
BOR102223,28,MD,18200.0,Unemployed,Rent,26.8,1.9,8,597,Poor (<620)
BOR102224,44,PA,69700.0,Full-time,Rent,33.2,0.6,28,687,Good (680-739)
BOR102225,56,FL,36900.0,Full-time,Mortgage,40.9,6.9,34,850,Exceptional (800+)
BOR102226,43,LA,55800.0,Full-time,Own,19.8,7.9,23,787,Very Good (740-799)
BOR102227,37,CO,41400.0,Full-time,Other,54.2,12.8,21,500,Poor (<620)
BOR102228,32,PA,45900.0,Full-time,Own,26.1,2.4,11,684,Good (680-739)
BOR102229,45,GA,35700.0,Self-employed,Mortgage,27.5,1.2,25,741,Very Good (740-799)
BOR102230,26,UT,45100.0,Full-time,Rent,32.2,1.3,10,668,Fair (620-679)
BOR102231,27,MD,60500.0,Full-time,Rent,39.4,4.2,7,650,Fair (620-679)
BOR102232,52,TN,41200.0,Full-time,Own,40.4,1.8,32,663,Fair (620-679)
BOR102233,38,GA,40100.0,Self-employed,Rent,47.0,3.8,22,716,Good (680-739)
BOR102234,37,GA,61300.0,Full-time,Mortgage,31.4,3.0,19,605,Poor (<620)
BOR102235,39,TX,63200.0,Retired,Own,35.3,1.9,18,757,Very Good (740-799)
BOR102236,50,MD,27900.0,Full-time,Rent,16.6,9.7,30,676,Fair (620-679)
BOR102237,43,TX,46000.0,Full-time,Rent,21.3,17.6,24,619,Poor (<620)
BOR102238,32,CA,36800.0,Full-time,Rent,31.1,4.4,12,753,Very Good (740-799)
BOR102239,33,MD,46900.0,Full-time,Own,35.6,25.2,14,580,Poor (<620)
BOR102240,39,NM,88900.0,Self-employed,Own,31.5,7.2,23,644,Fair (620-679)
BOR102241,45,CO,54800.0,Full-time,Mortgage,37.2,3.3,29,643,Fair (620-679)
BOR102242,41,VA,123500.0,Full-time,Own,31.4,2.3,20,819,Exceptional (800+)
BOR102243,40,WA,51500.0,Self-employed,Own,29.7,5.5,21,635,Fair (620-679)
BOR102244,42,NJ,43300.0,Retired,Mortgage,56.0,5.4,20,540,Poor (<620)
BOR102245,41,NC,46200.0,Full-time,Own,29.4,4.0,25,642,Fair (620-679)
BOR102246,32,WA,49700.0,Full-time,Rent,42.1,3.4,10,710,Good (680-739)
BOR102247,54,NJ,53900.0,Full-time,Own,18.9,1.9,33,731,Good (680-739)
BOR102248,35,TN,29800.0,Part-time,Mortgage,33.2,0.5,13,828,Exceptional (800+)
BOR102249,43,LA,42000.0,Full-time,Own,25.3,4.1,21,771,Very Good (740-799)
BOR102250,19,NH,33700.0,Full-time,Rent,51.8,0.2,3,692,Good (680-739)
BOR102251,38,TX,74100.0,Full-time,Mortgage,26.4,1.8,21,622,Fair (620-679)
BOR102252,28,MI,19600.0,Self-employed,Own,31.7,1.5,11,786,Very Good (740-799)
BOR102253,29,PA,50000.0,Full-time,Mortgage,23.8,1.4,13,656,Fair (620-679)
BOR102254,70,NC,23500.0,Full-time,Own,23.2,2.2,49,637,Fair (620-679)
BOR102255,44,GA,56600.0,Self-employed,Rent,31.2,1.7,21,653,Fair (620-679)
BOR102256,56,PA,39000.0,Full-time,Mortgage,35.6,8.9,34,599,Poor (<620)
BOR102257,51,CO,20600.0,Full-time,Rent,42.6,0.9,32,650,Fair (620-679)
BOR102258,53,WA,71300.0,Full-time,Rent,26.2,0.5,30,665,Fair (620-679)
BOR102259,39,MS,18000.0,Part-time,Rent,26.0,2.6,18,727,Good (680-739)
BOR102260,60,CA,46000.0,Full-time,Rent,44.9,7.4,39,655,Fair (620-679)
BOR102261,51,TX,63600.0,Self-employed,Mortgage,47.9,2.2,34,598,Poor (<620)
BOR102262,41,NJ,86600.0,Full-time,Mortgage,31.2,9.7,19,576,Poor (<620)
BOR102263,44,TX,22600.0,Full-time,Mortgage,36.7,2.2,27,694,Good (680-739)
BOR102264,39,OH,37000.0,Full-time,Own,48.7,4.0,19,685,Good (680-739)
BOR102265,42,NH,75900.0,Full-time,Mortgage,58.5,16.8,24,644,Fair (620-679)
BOR102266,40,IL,78300.0,Full-time,Mortgage,36.2,2.5,19,650,Fair (620-679)
BOR102267,46,PA,83000.0,Retired,Own,39.5,4.0,25,705,Good (680-739)
BOR102268,62,MA,147700.0,Full-time,Rent,33.3,8.4,42,770,Very Good (740-799)
BOR102269,27,WA,37100.0,Full-time,Own,17.2,8.3,7,629,Fair (620-679)
BOR102270,55,MA,55100.0,Full-time,Mortgage,35.5,3.4,39,686,Good (680-739)
BOR102271,37,MI,39900.0,Full-time,Rent,45.7,1.9,15,742,Very Good (740-799)
BOR102272,56,NV,19200.0,Part-time,Rent,24.5,13.8,35,630,Fair (620-679)
BOR102273,37,NY,44800.0,Part-time,Mortgage,13.5,1.5,21,679,Fair (620-679)
BOR102274,46,NJ,19000.0,Unemployed,Rent,37.9,2.6,26,678,Fair (620-679)
BOR102275,39,MD,36900.0,Unemployed,Mortgage,14.4,11.5,19,595,Poor (<620)
BOR102276,20,LA,24100.0,Full-time,Other,16.3,8.5,4,691,Good (680-739)
BOR102277,62,NC,56800.0,Self-employed,Rent,15.7,4.5,43,682,Good (680-739)
BOR102278,30,AZ,32800.0,Part-time,Own,12.0,9.0,14,716,Good (680-739)
BOR102279,42,TX,20900.0,Full-time,Rent,42.6,1.6,25,603,Poor (<620)
BOR102280,28,PA,68800.0,Full-time,Own,33.4,3.5,6,681,Good (680-739)
BOR102281,25,TX,35500.0,Unemployed,Mortgage,52.6,0.0,7,770,Very Good (740-799)
BOR102282,39,MD,38400.0,Retired,Mortgage,39.3,0.7,22,815,Exceptional (800+)
BOR102283,34,GA,30000.0,Full-time,Rent,52.6,2.7,15,763,Very Good (740-799)
BOR102284,27,MD,78200.0,Full-time,Other,25.6,0.1,7,603,Poor (<620)
BOR102285,41,TX,52700.0,Full-time,Mortgage,35.6,4.6,22,709,Good (680-739)
BOR102286,23,LA,35400.0,Full-time,Rent,19.3,5.8,7,649,Fair (620-679)
BOR102287,43,NV,19700.0,Self-employed,Rent,29.2,4.8,20,698,Good (680-739)
BOR102288,39,FL,144300.0,Full-time,Mortgage,46.3,2.3,23,630,Fair (620-679)
BOR102289,19,CA,113600.0,Full-time,Rent,31.6,1.7,1,569,Poor (<620)
BOR102290,35,TX,89300.0,Full-time,Rent,29.7,0.1,14,658,Fair (620-679)
BOR102291,47,NV,34000.0,Full-time,Rent,31.8,0.6,25,727,Good (680-739)
BOR102292,28,IL,37200.0,Part-time,Mortgage,33.4,0.5,7,699,Good (680-739)
BOR102293,47,AZ,55800.0,Self-employed,Rent,33.4,0.6,27,706,Good (680-739)
BOR102294,46,NJ,31200.0,Full-time,Rent,45.3,0.8,27,694,Good (680-739)
BOR102295,29,MN,29900.0,Full-time,Mortgage,24.8,1.1,7,706,Good (680-739)
BOR102296,41,WA,89900.0,Full-time,Own,29.9,0.3,22,714,Good (680-739)
BOR102297,51,WA,45500.0,Self-employed,Rent,33.0,3.9,31,662,Fair (620-679)
BOR102298,30,NH,28200.0,Self-employed,Own,23.0,11.5,11,685,Good (680-739)
BOR102299,39,NY,71600.0,Full-time,Rent,27.5,3.5,17,793,Very Good (740-799)
BOR102300,55,NV,36000.0,Full-time,Mortgage,39.7,4.7,39,689,Good (680-739)
BOR102301,31,TX,19100.0,Full-time,Own,23.8,1.6,14,683,Good (680-739)
BOR102302,47,VA,28000.0,Part-time,Rent,59.7,3.1,25,687,Good (680-739)
BOR102303,28,LA,37000.0,Part-time,Mortgage,48.4,0.2,12,666,Fair (620-679)
BOR102304,39,IN,51500.0,Full-time,Mortgage,33.8,0.5,19,652,Fair (620-679)
BOR102305,46,MD,50400.0,Unemployed,Mortgage,37.8,8.1,26,694,Good (680-739)
BOR102306,19,OH,81000.0,Full-time,Rent,39.7,0.7,2,647,Fair (620-679)
BOR102307,35,NJ,41900.0,Full-time,Mortgage,37.6,0.5,17,671,Fair (620-679)
BOR102308,46,NC,37800.0,Full-time,Rent,33.0,4.3,28,629,Fair (620-679)
BOR102309,44,WA,81700.0,Full-time,Other,59.5,8.7,25,687,Good (680-739)
BOR102310,35,VA,72400.0,Full-time,Rent,24.8,3.3,15,718,Good (680-739)
BOR102311,28,NC,42400.0,Full-time,Own,28.1,3.9,11,666,Fair (620-679)
BOR102312,49,GA,53200.0,Retired,Mortgage,32.7,1.6,31,549,Poor (<620)
BOR102313,37,OH,37700.0,Part-time,Rent,38.5,2.0,16,718,Good (680-739)
BOR102314,48,NC,27600.0,Unemployed,Mortgage,52.1,2.9,25,688,Good (680-739)
BOR102315,46,NY,125300.0,Full-time,Rent,32.0,4.5,25,615,Poor (<620)
BOR102316,36,LA,36500.0,Full-time,Rent,37.8,1.8,13,730,Good (680-739)
BOR102317,54,TN,53200.0,Part-time,Rent,35.9,1.3,34,589,Poor (<620)
BOR102318,34,NY,23600.0,Full-time,Rent,31.2,4.4,18,748,Very Good (740-799)
BOR102319,55,MD,65000.0,Self-employed,Rent,44.4,1.6,37,676,Fair (620-679)
BOR102320,57,NV,27100.0,Full-time,Mortgage,36.3,3.3,34,533,Poor (<620)
BOR102321,54,IL,99200.0,Full-time,Mortgage,41.9,6.4,34,692,Good (680-739)
BOR102322,39,NY,104700.0,Part-time,Rent,29.1,3.0,21,654,Fair (620-679)
BOR102323,72,CA,60100.0,Part-time,Rent,26.6,1.1,50,644,Fair (620-679)
BOR102324,43,TX,49100.0,Full-time,Mortgage,28.6,2.0,24,632,Fair (620-679)
BOR102325,44,CO,42900.0,Full-time,Own,35.0,1.7,26,672,Fair (620-679)
BOR102326,41,NH,45600.0,Full-time,Rent,43.2,4.4,25,648,Fair (620-679)
BOR102327,27,TX,56100.0,Self-employed,Mortgage,53.0,2.0,10,559,Poor (<620)
BOR102328,57,CO,48600.0,Full-time,Mortgage,33.7,0.7,38,763,Very Good (740-799)
BOR102329,34,TX,72500.0,Part-time,Own,50.6,1.7,14,664,Fair (620-679)
BOR102330,52,TN,30800.0,Full-time,Mortgage,38.3,7.8,35,632,Fair (620-679)
BOR102331,55,CO,92700.0,Full-time,Own,25.3,24.4,36,607,Poor (<620)
BOR102332,48,NC,38600.0,Full-time,Own,33.2,0.4,29,730,Good (680-739)
BOR102333,33,CA,33300.0,Full-time,Mortgage,39.7,0.3,13,596,Poor (<620)
BOR102334,37,TN,54900.0,Full-time,Rent,40.5,3.2,14,689,Good (680-739)
BOR102335,19,NH,56500.0,Part-time,Rent,27.2,1.1,1,642,Fair (620-679)
BOR102336,40,OH,21300.0,Full-time,Mortgage,28.4,1.5,19,646,Fair (620-679)
BOR102337,51,PA,37600.0,Full-time,Mortgage,28.6,19.9,31,608,Poor (<620)
BOR102338,38,NY,18000.0,Part-time,Own,30.0,0.8,16,640,Fair (620-679)
BOR102339,34,AZ,34400.0,Full-time,Rent,35.1,5.7,11,681,Good (680-739)
BOR102340,37,TN,35100.0,Full-time,Own,50.9,3.9,15,695,Good (680-739)
BOR102341,56,MN,53300.0,Self-employed,Rent,27.8,2.2,39,629,Fair (620-679)
BOR102342,40,CO,32700.0,Full-time,Rent,15.6,2.6,22,674,Fair (620-679)
BOR102343,63,LA,36400.0,Full-time,Rent,15.0,1.1,46,738,Good (680-739)
BOR102344,34,NV,83800.0,Full-time,Mortgage,40.2,8.7,12,572,Poor (<620)
BOR102345,44,OH,118100.0,Full-time,Rent,26.5,3.8,21,680,Good (680-739)
BOR102346,36,AZ,30800.0,Full-time,Own,34.7,1.9,20,618,Poor (<620)
BOR102347,66,GA,73800.0,Self-employed,Rent,24.9,1.6,43,612,Poor (<620)
BOR102348,43,NC,55500.0,Full-time,Rent,30.5,3.3,22,697,Good (680-739)
BOR102349,67,MS,21300.0,Part-time,Rent,28.7,16.2,48,645,Fair (620-679)
